edu,weight,coding,indg,total,totalindg,indgratio,edu2,indg2
3,3895.23939,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2483.00204,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1969.9607,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1747.94036,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,3200.14215,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
2,5399.65528,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
1,16534.27984,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,2054.96547,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,6479.84379,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2858.30359,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,817.39166,1,1,32876.08118,10976.46525,33.3873894212108,College Diploma / Cert.,Indigenous Peoples
3,3475.82549,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,3763.96006,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1426.63854,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1375.9227,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2541.05728,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2881.1312,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1271.97583,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,3773.2529,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,1854.82589,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,915.50796,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,5677.99152,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,7979.09672,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,4131.66834,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,5904.75078,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,294.65305,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,3091.47396,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1550.05756,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,1967.4442,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,6588.022,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2643.94075,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,473.01476,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,12736.96996,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,2247.32301,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,3139.03611,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,372.42869,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,1271.97583,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1118.32129,1,1,32876.08118,8019.79136,24.3940003557322,Bachelors or more,Indigenous Peoples
1,1447.34155,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,423.41538,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,3245.24695,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
2,3765.0525,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,212.89856,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1168.21144,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,1048.48067,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,1182.80256,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,1099.00482,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1758.04358,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2693.7562,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2006.73776,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2288.45201,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,647.44924,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,495.09493,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,82.61172,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1356.8082,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,374.36761,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,273.57491,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2745.71937,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,3395.19352,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,5129.21958,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
1,842.51595,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,708.0912,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1054.62937,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1255.27678,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1957.34492,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,1042.83777,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,5211.24088,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,751.44734,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,3495.73329,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,6157.35479,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,2545.37287,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,3921.51197,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,5749.21542,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1188.51655,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,2693.7562,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1545.73698,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,131.81688,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1430.07455,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,2201.87442,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1588.3491,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,3229.38454,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1427.90906,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,519.73468,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,962.85236,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,395.34464,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,2298.48995,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1804.72304,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,4666.93943,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,4288.87084,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,2707.08455,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,3288.10404,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,5016.17832,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,4552.58778,1,1,32876.08118,13879.82457,42.218610223057,High School or Less,Indigenous Peoples
3,6075.69408,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2076.90883,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,9458.96801,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,5581.12283,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,1983.3688,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,4321.1737,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,1229.83584,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,785.18534,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,1827.61858,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,994.77548,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,248.26356,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,19018.73943,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
2,314.39306,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,4362.49961,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,5837.1074,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2522.23226,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,3006.59567,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,2347.18407,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,5611.45909,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,3151.52465,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,7049.2114,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,2943.76634,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,8317.21167,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,6794.81172,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,4393.18886,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,5611.45909,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,582.49133,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,1879.02243,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,4945.69234,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,9583.3908,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,130.3062,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,731.47089,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2472.84617,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,862.23364,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,711.46404,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,1635.71119,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1031.22448,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,3819.34566,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,679.52016,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,4208.49518,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,915.50796,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,705.85745,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,308.5302,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,5081.57396,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,3981.84547,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,8636.64882,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,2660.6517,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1403.92121,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,926.91859,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,77.50919,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,2066.19864,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1676.69764,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2869.52261,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,441.61869,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1117.07129,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1411.7149,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,1987.83252,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
1,10864.32314,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,5098.46346,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,7051.74691,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,156.97413,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,2333.46971,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,3786.29757,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2330.91236,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,814.90812,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,387.88507,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,3714.01366,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1763.58756,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2188.61816,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,4234.76537,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,6293.12819,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,2214.85163,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1114.71074,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,208.65828,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,438.09967,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,6556.81324,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,7874.92263,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1885.4294,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,374.09108,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1643.39519,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,669.54919,1,1,32876.08118,10976.46525,33.3873894212108,College Diploma / Cert.,Indigenous Peoples
3,1057.11558,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,4576.90401,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,6265.3749,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,952.25044,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2877.00907,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,707.2592,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1903.0776,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2146.06904,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,357.29424,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1429.76783,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,4313.41988,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,3355.28673,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1021.24841,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,4067.10074,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2754.53828,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,708.57926,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,4166.99032,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,2866.1215,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,9920.56791,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,3123.58554,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2440.79272,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2076.90883,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1505.38645,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,6137.35753,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,2573.77575,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,1099.40514,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,4395.33524,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2489.32437,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,974.33976,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,1254.94263,1,1,32876.08118,13879.82457,42.218610223057,High School or Less,Indigenous Peoples
3,2460.75856,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,9199.17298,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2062.44896,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,225.70481,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,1642.35968,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,1687.00618,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,2644.20874,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
2,1163.81397,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,3552.943,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,827.88398,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,5256.03336,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,980.35197,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,1426.78023,1,1,32876.08118,13879.82457,42.218610223057,High School or Less,Indigenous Peoples
3,3310.61698,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,2289.91314,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,808.89009,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,5706.86352,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,2035.53839,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2974.96239,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,835.91411,1,1,32876.08118,13879.82457,42.218610223057,High School or Less,Indigenous Peoples
3,3418.44311,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,4111.35835,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2541.79984,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,2076.90883,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1842.83374,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,3573.96703,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
3,1960.97973,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,3572.21651,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,7076.28732,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,1356.80323,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,1596.59239,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1665.50157,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1106.53924,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,926.91859,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2638.16521,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,966.61773,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,4751.20939,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,2596.22048,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,3162.62434,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,4839.00998,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,91.55046,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,1149.26013,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,4275.48281,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,4247.22704,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
2,3060.79303,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
3,2693.7562,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,270.55256,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
3,5120.05515,1,2,1929813.41343,1203283.39523,62.3523179420396,Bachelors or more,Non-Indigenous Peoples
1,1629.81625,1,2,1929813.41343,287167.22735,14.8805695592921,High School or Less,Non-Indigenous Peoples
2,1581.51031,1,2,1929813.41343,439362.79085,22.7671124986684,College Diploma / Cert.,Non-Indigenous Peoples
